id,host_id,property_type,room_type,bathrooms_text,neighbourhood,name,description,accommodates,bathrooms,bedrooms,beds,price
19146061,31479232,Entire rental unit,Entire home/apt,1.5 baths,"Genève, GE, Switzerland",PENTHOUSE/ AMAZING VIEW/city-center,"Located in downtown, this luxury penthouse of 115m2 is on the last floor and has a terrasse of 160m2 with view on the lake, le jet d'eau and the city.<br /><br />Best Terrasse in town with bar,BBQ and JACUZZI.<br />Perfect for the summer day!",3,1.5,1.0,1.0,495.0
19216795,134494017,Entire villa,Entire home/apt,3 baths,"Chêne-Bourg, Genève, Switzerland",Villa 5 chambres avec piscine intérieure,Tranquility in a green setting while still close to amenities. Downtown Geneva 5 km away and quickly accessible by public transit.,9,3.0,5.0,7.0,500.0
19773185,81850768,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Ideally located,"Nicely decorated and equipped apartment located in the center of the city. Walking distance from the center and the train station. 50m from the buses serving the airport, the UN organizations and Palexpo.",2,1.0,1.0,1.0,120.0
19836013,16195017,Entire condo,Entire home/apt,1.5 baths,"Genève, Switzerland",Entire amazing apartment in Geneva,"Modern appartment in a lively and young area. The house is fully equipped, comfortably furnished for a short or long stay. The house is close to the city center (10 min walk or 4 min with tram or bus). Tram and bus stops are just around the corner. A lot of shops and services are really close and it's a very safe area where you can always find a parking space.",4,1.5,1.0,1.0,78.0
19844397,9872954,Entire rental unit,Entire home/apt,1 bath,"Genève, GE, Switzerland",Appartement familial au centre de Genève,"An ideal apartment 5 minutes walk from the lake, parks and shops of the center. Practical: 20 minutes by bus from the airport and 15 minutes from the train station, there are direct buses that take you there. Charming: the apartment is spacious and bright, with lots of plants and flowers,  a play area for children and a relaxing area for adults with an early twentieth century grand piano. Fully equipped: apartment of 80m2, there is everything you need for a short or long stay.",5,1.0,2.0,3.0,170.0
20019981,8781818,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Private - City Ctr 70m2 Apt / King Size bed,"Bright 70 square meters appartment<br /><br />- 1 Bedroom <br />- 1 Living room <br />- 1 Kitchen<br />- 1 Bathroom<br /><br />In the city center of Geneva City<br /><br />- 5   minutes walk from the main train station<br />- 3-5 minutes walk from the ""Old town""<br />- 50 meters from, the river side.  ""lac leman""<br />- 1 minute from the public transport<br /><br />Entirely renovated and designed in 2017, the appartement offers spacious and bright rooms<br /><br />Included in the price <br /><br />- Towels<br />- Bed sheets<br />- Soap / Shampoo <br />- Netflix <br />- PS4",3,1.0,1.0,1.0,158.0
20059534,3528377,Entire rental unit,Entire home/apt,1.5 baths,"Genève, Switzerland",Comfortable 1 Room Apt near Jet d'Eau,Perfect and cosy 55 sqm 1 bedroom apartment on the 3rd floor.<br />Located 60 meters away from the lake.<br /><br />Top location and easy access.<br /><br />All you need for the perfect get away.,2,1.5,1.0,1.0,140.0
20307382,144855283,Yurt,Entire home/apt,Half-bath,"Meyrin, Genève, Switzerland","The yurt, nature in the heart of the city","Spend a night in a yurt. <br /><br />Discover an incredible place in a beautiful private garden. Find yourself in the wild, under the benevolent attention of our century trees. <br /><br />Our yurt is only two minutes away from the tramway stop,  minimarket, restaurants, all this only ten minutes away by car from Geneva airport.",4,0.5,1.0,4.0,85.0
20394072,20463144,Private room in rental unit,Private room,1 shared bath,"Genève, Switzerland",Room with private balcony,"The room is large and has its balcony. The apartment is large and luminous. There is another room (my room when I am in Geneva) and a small room where my best friend comes regularly (professional reasons).<br />For the long stay, there is also a clothes-wash-machine.<br />Just at the feet of the building there is the tram 14, 18, bus 3 and also all supermarkets like Coop, Migros, also bank and fast-food and others shops. Servette is an emblematic area",1,1.0,1.0,1.0,49.0
20669530,3737690,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Studio tout confort au cœur de la Vieille Ville,"Charming all-comfort studio of 41 m2 completely renovated in the heart of the Old Town,  on the 4th floor (without elevator) of an old 18 th century building. Fully equipped and furnished kitchen. Bathroom with washing machine. Close to train station, downtown shops, and the best restaurants in Geneva.",4,1.0,1.0,2.0,128.0
20709398,3528377,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Calm 3 BR Apartment - Geneva Center,"Peaceful and large 3 Bedroom apartment in Geneva center.<br /><br />Bohemian environment, between an artistic center (singing and theater) and artisan workshops (bodywork, glazing, locksmith). 10-minutes walk from Parc des Eaux and lake and lively quartier des Eaux-Vives, with its restaurants and La Comédie de Genève.",8,1.0,3.0,4.0,200.0
20797693,9994972,Entire condo,Entire home/apt,1 bath,"Genève, Switzerland",2.5 - Grand Studio 4* (43m2) rénové en août 2024,"Large and very charming 4* studio located in the sought-after and chic area of Champel / Florissant this newly renovated 43m studio with taste and style will delight you. <br /><br />Overlooking a very tree-lined indoor esplanade, you will be quiet and 2 minutes from the famous Parc Bertrand. <br /><br />The old town is a 10-minute walk away and the lake is less than 8 minutes away by public transportation.  <br />Public transport and supermarkets are 3 minutes away.",2,1.0,1.0,3.0,125.0
20799055,3528377,Entire rental unit,Entire home/apt,1.5 baths,"Versoix, Genève, Switzerland",Newly Renovated 2BR Apartment in Versoix,"Idealistic for families with children, this beautiful and spacious newly renovated 2 bedroom apartment, located in a residential area, faces a big park where these last can enjoy from the vast natural playground as well as children facilities.<br />Nonetheless, small groups, friends as well as couples or even solo adventurers, wether it is for business or leisure, will also find an answer to their needs due to the proximity with Geneva and the canton de Vaud.",4,1.5,2.0,4.0,125.0
20842636,149550270,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Cozy little appartement in the center of Geneva,"Very cozy and sunny  place with a nice balcony exposed to the south. Ideal for a little trip to discover Geneva. The appartement is 15 min by walk from the center of Geneva, 5min by bicycle. Bus and tram are easy to get from the appartement. Near the river jonction where you can have nice walks.",2,1.0,1.0,1.0,120.0
20881066,148749911,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Appartement  au Pâquis,the entrance to the building is monitored 24 hours a day by a camera and is equipped with 2 secure entrance doors.,4,1.0,2.0,2.0,140.0
21031079,151480148,Private room in rental unit,Private room,1 shared bath,"Bardonnex, Genève, Switzerland","Chambre cosy au calme, dans la campagne genevoise","Pretty room 15m2 with a very comfortable slatted sofa bed 1.40cmx1.90cm for 1 person, with a dresser to store your belongings during your stay. The shared bathroom and toilet in a charming apartment located in the Geneva countryside 10kms from the city of Geneva. <br />Airport and Palexpo 10kms, UN, who, 8 km away, Carouge 7 km away, Geneva city center 10 km away, highway  access 3 km away, 500m from France.   <br />TPG buses and small shops nearby. Bicycle loan possible.",1,1.0,1.0,1.0,49.0
21085478,46143912,Entire home,Entire home/apt,2.5 baths,"Genève, Switzerland","Quiet, Countryside and Relaxation Downtown","Cosy and well equipped house, 4 bedrooms with garden located in a very charming property in the city center.<br />16 minutes to the station, if you arrive at the station by train form the airport you need to add 7 minutes.<br />WIFI, basic products, linens and towels, hairdryer furnished.",6,2.5,4.0,4.0,220.0
21090658,3528377,Private room in rental unit,Private room,1 shared bath,"Genève, Switzerland","Nice Privateroom close to Jet D'eau, Lake,Old City","Nice Apartment close to the Lake, Jet D'Eau and Old City. Our place is close to the city center, parks, bars /restaurants, shops. It has very good connections to public transportation.<br />Good for solo adventurers and business travelers. <br />In addition to your room, you can use the kitchen, dining table plus the bathroom and toilet.<br /><br />Busses 2, 6, 7, 9, 10 are all less than 5 minutes away.",2,1.0,1.0,1.0,126.0
21244552,81684011,Private room in rental unit,Private room,1 private bath,"Genève, Switzerland",Great room with priv. bath in the heart of Geneva!,"Nice room with a private small bathroom in a great and sunny apartment right in the center of Geneva, 1 min walking from central station! The apartment is located in the heart of Geneva, in the nice, lively and hip area called Les Grottes, full of restaurants and nice cafés. The place is available for short term, for people coming on holidays, for work, or for internships or studies… Parcs, monuments, the lake, art and cultural spots are all at walking distance!",1,1.0,1.0,1.0,64.0
21359870,4340068,Entire rental unit,Entire home/apt,2 baths,"Genève, Switzerland","Appart.fully furnished 4,5 r Geneva, for long time","Av d'Aire- beautiful all-furnished flat close to all facilities<br /><br />4,5 rooms – 105 sqm.<br />2 bedrooms + lounge<br />Fully equipped kitchen<br />1 shower and 1 bathroom",5,2.0,2.0,3.0,135.0
21362573,154666199,Entire condo,Entire home/apt,1 bath,"Carouge, Genève, Switzerland",S9 - Sweet home - connecté/contrat de location,"A home full of smart amenities. It has everything from a sweet home, this exceptional studio has nothing to envy large apartments. There are all the necessary living elements; either: a kitchenette with microwave, nespresso machine, kettle, modular bedroom, modular living room, office space and room for a wardrobe!  In addition to your private apartment, there is still extra access, i.e. a combined lounge of a chill out part.",2,1.0,1.0,1.0,109.0
21376508,3528377,Entire rental unit,Entire home/apt,1.5 baths,"Genève, Switzerland",Centrally Located High End Apartment in Old Town,"Indeed, as you might understand from the title, the apartment is perfectly located. you are minutes away from the ""Place Neuve"", ""Confédération centre"", as well as the center of the old town. This modern decorated apartment, located in a fully renovated building, is perfectly well suited for couples, business travelers as well as solo adventurers.",2,1.5,1.0,1.0,141.0
21560355,3528377,Entire rental unit,Entire home/apt,1.5 baths,"Carouge, Genève, Switzerland",Call It Home - Modern & Spacious 3BR Apartment,"This large and comfortable apartment is perfect for families and groups.<br />Indeed, the three bedroom offer all the space and comfort to welcome five guests in addition of the living room sofa bed in the living room where two additional guests will find it quite suitable.",6,1.5,3.0,4.0,260.0
21599460,3528377,Room in boutique hotel,Entire home/apt,1 bath,"Genève, Switzerland",Comfortable & Cosy Single Room - Geneva Heart '2,"Friendly & welcoming, boutique Hotel in Geneva's heart.<br />The room is equipped with cable TV, high-speed internet, A/C, radio, alarm clock and direct dial telephone.<br />Ideally located in the city centre, the hotel is close to the lake, the Old Town, the main business and shopping centres.<br />Quick access to all parts of the city with public transport, free for our guests throughout their stay.<br />The rooms were refurbished in October 2016.",1,1.0,0.0,1.0,115.0
21599640,3528377,Room in boutique hotel,Private room,1 private bath,"Genève, Switzerland",Spacious & Cosy King Room - Geneva Heart '2,"Friendly & welcoming, boutique Hotel in Geneva's heart.<br />The room is equipped with cable TV, high-speed internet, A/C, radio, alarm clock and direct dial telephone.<br />Ideally located in the city centre, the hotel is close to the lake, the Old Town, the main business and shopping centres.<br />Quick access to all parts of the city with public transport, free for our guests throughout their stay.<br />The rooms were refurbished in October 2016.",2,1.0,1.0,1.0,150.0
21678834,157808944,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Small Studio,Functional studio near Cornavin train station,2,1.0,0.0,1.0,89.0
21692262,10508648,Entire rental unit,Entire home/apt,1.5 baths,"Genève, Switzerland",Hi / Bonjour / Terve - central Geneva flat,"Hello, cozy flat with double bed on courtyard side (no direct street noises often the case in Geneva).<br />We live here most of the time, so it's fully equipped - not a cold nocarz-only rental flat. Being locals you can reach out to us for advice on how to get around & activities.<br />Flat: living room + dining room + fully equipped kitchen + bathroom with laundry + toilet.<br />Travel: 10min walk to lake Léman or Rhone river; train 5min away; airport 7min by train or 18min bus.<br />Any questions, let us know!",2,1.5,1.0,1.0,145.0
21692965,6621275,Entire condo,Entire home/apt,1.5 baths,"Genève, Switzerland","Maunoir | Central, Stylish, Large | Cocoon Homes","In a beautiful old-façade building in the very heart of Geneva, we offer a large (80m2) furnished, fully equipped two-bedroom apartment with a nice balcony for temporary and extended stays. This luxury boutique apartment is defined by unique design — bringing together comfort and style with a sense of cozy home feeling.",4,1.5,1.0,4.0,174.0
21764924,21195202,Entire rental unit,Entire home/apt,1 bath,"Pregny-Chambésy, Genève, Switzerland",Country living in the heart of Geneva,"Light and airy self-contained apartment in ground floor of a large family house.  Nice entry, bedrm, sitting rm, kitchen, bathrm, good work space. Diplomats and internationals mix with local Genevois in this gentle, residential suburb; a green oasis just minutes from the UN, WTO, WHO and airport.     Fee includes charges and cleaner.  Walk to private beach; jog in nearby forest and fields.  Train station is two steps away. Great bakery & restaurants in walking distance. Borrow our bikes & kayak.",1,1.0,1.0,2.0,180.0
21958415,160301619,Private room in rental unit,Private room,1 shared bath,"Vernier, Genève, Switzerland","""Blue room"", GVA airport/UN/CERN - with cats","Guest: Min. 25 years old & LGBTIQ+ friendly. <br />Very quiet room & flat + shower shared with 1 person, 2 cats. Free wifi.   <br />Next to Palexpo, Arena, shopping centre 120 shops, intl org.. Kitchen shared with family. <br />Food not provided. <br />Supermarkets nearby: Huge Migros + Aldi.<br />Flat: 107 sq.m. <br />Bus/tram: 11 min. CERN, 16 min. UN, 6 min. airport, 10 min. center town.<br />Min. 3 nights. Flexible cancell. policy. Discount long stay.<br />Luggage deposit possible.",1,1.0,2.0,1.0,57.0
21971383,13560406,Private room in condo,Private room,1 shared bath,"Bellevue, GE, Switzerland",Green room with a view,"You will live with us, a family, in a large apartment belonging to an easy residence. <br /><br />The area is very quiet, we are 500 m from the lake, 2 min by car from Cointrin airport, 1 min from the nearest train station: the train takes you to the dryer district and international organizations in 3 min, to the Cornavin station in 5 min. <br /><br />It is the ideal accommodation for an intern in an IO, a doctoral student or a student looking for calm to study. 2 bedrooms with a view.",1,1.0,1.0,1.0,49.0
22033127,17675448,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Cosy Studio near the lake Geneva,"I want to announce that the nightclub on the ground floor of the building has closed permanently ...<br /><br />The studio is located close to the Cornavin station Geneva on the 1nd floor .The bed measures 160 cm / 200 cm, and the sofa bed measures 160 cm / 200 cm and is in the kitchen. When you get there, you will find fresh bed linen and towels. With a total area of 40 square meters. The studio is located in a quiet street, but sometimes you can hear noises.",2,1.0,1.0,1.0,170.0
22174300,157070817,Private room in rental unit,Private room,1.5 shared baths,"Genève, Switzerland",The place to call your home,Everyone dreams of an ideal home to live in.The apartment is located in the city center where you could get access to  many different facilities and less than a minute walk to the main train station and 5min walk to the lake.the apartment  surrendered by many  restaurants and bars.this apartment is in the most lively area in Geneva( paquis),2,1.5,2.0,1.0,70.0
22255298,161822560,Private room in home,Private room,2 shared baths,"Genève, Switzerland",The Piano room in farmhouse,"Nice and comfortable bedroom in farmhouse from the 18th century. It comfortably fits one and is centrally located in the hearth of Geneva while enjoying nice woods and calm. Enjoy a nice kitchen, access to the garden and easy access to all bus lines. <br /><br />The 5 rooms have been on nocarz since 2015. Due to a change of account, all the history of comments is unfortunately lost, but can be found photographed at the end of the diashow of the accommodation with an excellent rate of 4.5 to 5 stars!",1,2.0,1.0,2.0,70.0
22264281,14849570,Private room in townhouse,Private room,1 shared bath,"Chêne-Bougeries, Genève, Switzerland",1st charming room in Geneva,"Our home is extremely charming, it's part of a 5 villas group that were all built during the year 1898, all located in a private and quiet road. The tram is 100 meters away from the house which makes it super easy to access the city center.",1,1.0,1.0,1.0,150.0
22288806,161822560,Private room in bed and breakfast,Private room,2 baths,"Genève, Switzerland",The Green room in farmhouse,"Nice and comfortable bedroom in farmhouse from the 18th century. It comfortably fits one and is centrally located in the hearth of Geneva while enjoying nice woods and calm. Enjoy a nice kitchen, access to the garden and easy access to all bus lines.",1,2.0,1.0,1.0,70.0
22288968,161822560,Private room in home,Private room,1.5 shared baths,"Genève, Switzerland",The Pink Library room in farmhouse,"Nice and comfortable bedroom in farmhouse from the 18th century. It comfortably fits one and is centrally located in the hearth of Geneva while enjoying nice woods and calm. Enjoy a nice kitchen, access to the garden and easy access to all bus lines. <br /><br />The 5 rooms have been on nocarz since 2015. Due to a change of account, all the history of comments is unfortunately lost, but can be found photographed at the end of the diashow of the accommodation with an excellent rate of 4.5 to 5 stars!",1,1.5,1.0,1.0,70.0
22335634,17231662,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Very center of Geneva studio for 2 people (CHA6),"Cozy studio in the very heart of Geneva is ready to host you for your best experience in the city! It is a very practical, cozy and comfortable apartment with fully furnished kitchen (fridge, microwave, oven, etc.). It is close to art and culture, great views, restaurants and dining, parks, and the beach of Geneva lake. You’ll love it because of the coziness and location which is absolutely in the center. All was installed with attention and care to host you.",2,1.0,0.0,1.0,125.0
22682322,3528377,Entire rental unit,Entire home/apt,2 baths,"Genève, Switzerland",Large 2BR Apartment - 5mins Walk to UN,"Beautiful renovated 2 bedroom apartment, with large and very luminous living/dining area, located in the United Nations district. The apartment is spacious and surrounded by parks, with an amazing view of the city and is situated in a very quiet neighbourhood, which is close to the airport and walking distance from all the international organisations of Geneva.",5,2.0,2.0,3.0,189.0
22722210,31307191,Private room in rental unit,Private room,1.5 shared baths,"Genève, Switzerland",73 Room Chambre Cornavin ONU Centre Aeroport,"Discover our cozy room with a cozy bed, desk, balcony and great internet connection to accommodate all your needs. Also take advantage of self check-in for flexibility. Relax in our comfortable bedroom and enjoy modern, well-equipped bathroom. Whether you're in town for business or a vacation, our room is the perfect place to rest and unwind.",1,1.5,1.0,1.0,57.0
22742579,167921496,Private room in townhouse,Private room,1 shared bath,"Le Grand-Saconnex, Genève, Switzerland",2 chambres/Duplex Grand-Saconnex Palexpo Aéroport,"You have 2 pretty PRIVATE ROOMS in this large Duplex (old Farmhouse)<br />CHALET - 4 single beds. (with separation)<br />NEW YORK - 2 Single beds.<br />PALEXPO 5 min walk, ARENA 10 min<br /> Airport 20 min - BUS 3 stops - TAXI 8 min<br />15 min BUS to the city center and LAKE<br />Close to the United Nations<br /><br />The house is not fully rented.",6,1.0,2.0,6.0,390.0
22747644,31839349,Private room in casa particular,Private room,1 shared bath,"Le Grand-Saconnex, Genève, Switzerland",Nice room in a shared apartment_only for a lady,"Nice, clean, large room - UN area",2,1.0,1.0,1.0,80.0
22880514,169308152,Entire rental unit,Entire home/apt,2 baths,"Hermance, Genève, Switzerland",Luxurious lake view & terrace - Hermance apartment,"Beautiful and rare  lake view.<br />Recently built, modern, fully furnished apartment of 144 m sq with large terrace, in luxury residential building. Located in the charming town of Hermance, in the Geneva country side. 15 minute drive to the city.  <br />3 bedrooms, 2 bathrooms, spacious kitchen, living & dining area, small office, beautiful L shaped terrace, & access to 2 indoor parking spots.<br />25 mins by bus to center of Geneva, 15 mins by car. 10 min walk to the beach in Hermance.",5,2.0,3.0,4.0,325.0
22900130,104503101,Entire loft,Entire home/apt,1 bath,"Cologny, Genève, Switzerland",Les Pins - Appartment/Loft - Residential area,"Duplex appartment of 150 m2 with access to 400 m2 garden.<br />This peaceful accommodation offers a relaxing and comfortable stay for the whole family or a team of people who work in Geneva for a short period.<br />The house is built of wood, with ecological materials, volume management and internal breathing. Well equipped with family furniture, regularly maintained. Parquet and tile floors, lime-painted walls.<br />Baby/children equipment and games available.",7,1.0,4.0,8.0,320.0
23044619,57720653,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Appartement Nations / Léman,"The accommodation is close to Nations: 5 mins by tram, 10 mins on foot. Ideal if you work at the Nations (job, internship, etc.). Perfect for couples, solo and business travelers.",2,1.0,0.0,1.0,140.0
23050410,30661130,Shared room in loft,Shared room,1.5 shared baths,"Genève, Switzerland",Super-budget bed Geneva center (only 8pm to 8am),"In a nice little loft where I live, comfy futon for 1. Shared space, no smoking. No luxury but cool, clean, and cheap. And a little breakfast is offered :)<br /><br />IMPORTANT:<br />- No contagious affections <br />- Conditions and access times under ""House rules"" to confirm<br />- nocarz hydes your pictures (discriminating us because you can see us). So if you  additionally have no reviews yet, don't do any request, sorry. No blind trust on my side.",1,1.5,1.0,1.0,18.0
23304953,167921496,Private room in townhouse,Private room,1 shared bath,"Le Grand-Saconnex, Genève, Switzerland",New-York  - Grand-Saconnex Palexpo ONU Aéroport,"Private room for 1 or 2 people in Grand duplex 160 m2 in house (Ancienne Ferme in the center of Grand-Saconnex) 5 min walk to Palexpo, 15min walk to the Airport, 15min by bus to the city center.<br />Near the United Nations, Palexpo and Arena<br />Close to all commodities and international organizations<br />Very nice view of the Jura<br />Bus (2min) <br />The house is not fully rented.",2,1.0,1.0,2.0,110.0
23397440,107892790,Private room in rental unit,Private room,1.5 shared baths,"Genève, GE, Switzerland",Chambre lumineuse aux Eaux-Vives,"Spacious and bright room in an apartment in Les Eaux-Vives, near the Lake, La Grange Park, museums and shops. Public transportation such as bus, tram and Geneva seagulls nearby.",1,1.5,1.0,1.0,60.0
23572346,157522202,Private room in chalet,Private room,1 shared bath,"Bardonnex, Geneva, Switzerland",Relaxing place like your own home,We have an extra bedroom that we can offer. The house is located not far from<br />The  croix de rozon Suisse douane .,2,1.0,1.0,1.0,49.0
23621747,4249323,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland","Bright and charming flat, Carouge's Area","52 square meters flat, bright and colorful, giving on a peaceful street. It is composed of one living with a kitchen, one bathroom, a wide dressing and a room. All rooms have windows on the south including the bathroom.",2,1.0,1.0,2.0,130.0
23630646,176830465,Entire rental unit,Entire home/apt,1.5 baths,"Genève, Switzerland",#1 Spacious & modern 4 and 1/2 loft-Geneva center,"Direct transport from and to the airport, the train station, Cern, the UN.(15min)<br />All bus/tram stops 3 minutes or less from flat.<br /><br />Very spacious and modern 4 and 1/2 mezzanine apt in center Geneva - located in a super hip neighborhood<br /><br />2 private bedrooms-1 mezzanine-one open space<br /><br />Fresh linens and towels, coffee, and basic food condiments and kitchen utensils<br /><br />If your dates are unavailable check my other flat - it’s the same space - but across the hall :<br /><br />https://abnb.me/l5jpobHh5Q",7,1.5,3.0,5.0,310.0
23641533,30117680,Entire condo,Entire home/apt,2 baths,"Versoix, Genève, Switzerland",Grand appartement lumineux proche du lac,"Large bright apartment in an independent and family residence, of 160 m2 on 2 floors with 6 rooms with 3 bedrooms, 2 bathrooms, 1 cinema room, living room and kitchen, veranda, shaded terrace and garden for children.",7,2.0,4.0,5.0,120.0
23714530,17675448,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Appartement  avec grande terrasse très bien situé,"The apartment consists of two bedrooms, a hallway, a bathroom and a kitchen, the apartment is very close to Cornavin Train Station and Lake Geneva. The apartment has been completely renovated,.sometimes noises can be heard at night.. on the street of the apartment there are several terraces of restaurants and bars..",4,1.0,2.0,3.0,179.0
23714879,17675448,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Cozy studio close to downtown Geneva,"My studio offers an immersive experience at the heart of the vibrant city of Geneva. Located a short walk from Cornavin train station and Lake Geneva, this spacious home puts you in a privileged position to explore all the wonders of the city. With the main attractions within walking distance, you'll experience the convenience of having everything at your fingertips.<br />With easy access to public transport and the ability to reach the main points of interest on foot,",4,1.0,1.0,1.0,121.0
23767256,176981300,Private room in rental unit,Private room,1 shared bath,"Genève, Switzerland",Chambre 13m2 avec terrasse sur le Jet d'eau,"Bedroom 1: 13 m2 with the terrace, Eaux-Vives side. <br /><br />Great attic on the top floor with magnificent views of the Eaux-Vives and the Jet d 'eau. A bus stop serves the building entrance. <br />Apartment offers 2 guest rooms located in the left wing. Shower room, 1 bathroom with shared toilet. <br /><br />Shared access to share with the family: equipped kitchen and terrace.<br /><br />We look forward to welcoming you!",1,1.0,1.0,1.0,60.0
24213085,26924432,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Central 2 bedroom flat in heart of Eaux-vives,"A beautiful two bedroom, one bathroom apartment set on the 1st floor with a lift. Great living space with a balcony. 2 bedrooms, with a queen bed in each room. <br />The apartment is 1 min from the bus stop, and supermarkets, and 4 min from the lake.<br />The apartment features super fast 10Gbit/s fiber optic internet, fully equipped kitchen, with all necessities for cooking, coffee, microwave, toaster, blender, and much more. Free advice and support, at any time! :-)",4,1.0,2.0,2.0,219.0
24234484,6640302,Private room in rental unit,Private room,1 shared bath,"Genève, Switzerland",Private room close to the UN,"Room in small & cosy 2-bedroom shared apartment close to the UN & train station (10 min walk) in a quiet neighborhood. Grocery store, bus stop 1 min walk from the apartment which will take in town or by the lake in 10 min. View on a nice little garden. Shared kitchen and bathroom. The room I am renting is the sitting room so there is no bed but a large and comfortable couch",1,1.0,1.0,1.0,75.0
24275836,27372054,Entire rental unit,Entire home/apt,2.5 baths,"Geneva, Switzerland",Family duplex with private garden near town center,"Contemporary 3-bedroom duplex apartment with private garden, perfect for families. The ground floor comprises of a large open space living area and a new fully equipped kitchen with large windows that give direct access to the private garden. The first floor contains two bedrooms with a shared bathroom that are currently set up as a children's and guest room, plus a third master bedroom with an en-suite bathroom.",6,2.5,3.0,3.0,200.0
24392188,321427694,Entire rental unit,Entire home/apt,1 bath,"Geneva, Switzerland",00 Studio Gare Cornavin aeroport Cern,"Treat yourself to a stylish stay in Geneva with this nocarz rental apartment! Free mobile wifi. <br />Next to Cornavin train station, restaurants, shops and Manor Mall. Lake Geneva and Old Town 10 min on foot.<br />Modern amenities and neat decor. <br />Book now for an unforgettable travel experience in one of Switzerland's most beautiful cities.",2,1.0,1.0,1.0,107.0
24556014,185514532,Entire condo,Entire home/apt,1 bath,"Chêne-Bougeries, Genève, Switzerland",Cosy studio,"Cosy and conveniently located studio in a residential and calm area close to the city center, 10 minutes by bus to the lake, 20 minutes to the train station and main UN institutions. <br />The apartment has all amenities you need for a stay. The kitchen is fully equipped with a dishwasher, oven, microwave.....",1,1.0,0.0,1.0,90.0
24988143,46643242,Private room in rental unit,Private room,1 private bath,"Genève, Switzerland",Comfortable room in Geneva with private bathroom,"Hi! Comfortable room in Geneva with private bathroom. 15min: airport, train station, and the lake. You can use the kitchen and living room.<br /><br />Hello! Comfortable room in Geneva with private bathroom. 15min from airport, train station and lake.<br /><br />Hello! Comfortable room in Geneva with private bathroom. 15min from the airport, train station and lake. You can use the kitchen and living room",2,1.0,1.0,1.0,55.0
25046205,14849570,Private room in townhouse,Private room,2 shared baths,"Chêne-Bougeries, Genève, Switzerland",2ème chambre charmante à Genève,"Our house is extremely charming. It is part of a small group of 5 identical houses, in a dead end road, built in 1898.<br />Its location 100 m from the tram, its tranquility as well as its proximity to the city center are its main assets.",1,2.0,1.0,1.0,150.0
25056162,4187635,Entire rental unit,Entire home/apt,1.5 baths,"Chêne-Bougeries, Genève, Switzerland","Adresses Privees B 90m², pied à terre d'affaires","Very bright, spacious, 1 living room + 1 living room office, 1 dining room, 1 bedroom suite with bathroom and shower . <br />White and Black with Contemporary Art.",3,1.5,1.0,2.0,349.0
25139027,19755233,Private room in rental unit,Private room,2 shared baths,"Genève, Switzerland",Cosy Apartment @ Champel Geneva city center,"Fully furnished bright room  in Malagnou <br /><br />2 bedroom, 2 bathroom, fully furnished apartment. The apartment benefits from close access to public transport in a quiet residential area of Geneva approx. 8 mins from city center. The room has its own sun-drenched balcony, built-in wardrobes and a double bed.<br /><br />The appartment has a fully equiped kitchen, living room with great facilities and a dinning room all which are part of the flat share.<br /><br />Check in 2pm Check out 12pm",2,2.0,1.0,1.0,250.0
25256813,190820444,Entire rental unit,Entire home/apt,2 baths,"Carouge, Genève, Switzerland","Calme, design et nature en ville. Parking privé.","100 meters from the heart of the romantic city of Carouge, you are here quiet in a home with refined design. Nearby restaurants, shops, and transportation. Free underground gated parking (visitor spaces, but no guarantee of availability). Private box possible, for an additional fee (package 150.-/semaine). Public parking 300m away, for about 12 CHF per day.<br />Interested in discovering all that the region has to offer? Visit the Geneva Tourisme website.",4,2.0,2.0,3.0,200.0
25401700,13560406,Private room in condo,Private room,1 shared bath,"Bellevue, GE, Switzerland",Pink room with a view,"You will live with us, a family, in a large apartment belonging to an easy residence. <br /><br />The area is very quiet, we are 500 m from the lake, 2 min by car from Cointrin airport, 1 min from the nearest train station: the train takes you to the dryer district and international organizations in 3 min, to the Cornavin station in 5 min. <br /><br />It is the ideal accommodation for an intern in an IO, a doctoral student or a student looking for peace and quiet to study.",1,1.0,1.0,1.0,49.0
25487069,18793821,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Magnifique appartement très bien placé au centre,"Excellent apartment/studio in the city center of Geneva; 2 minute from Cornavin station and public transport to all directions in Geneva; 4 minutos from lake Léman; around the corner from shops, restaurants & nightlife. Super well located.",2,1.0,0.0,0.0,122.0
